dataset,fold,repeat,seed_label,seed_count,pool_count,total_count,method,selected_count,recall,impact
aimnet2,1,2,50,50,798,280,force_magnitude,280,0.3625,0.3245968044139289
aimnet2,1,2,50,50,798,280,random,280,0.3508771929824561,0.3508771929824561
aimnet2,1,2,100,100,798,280,trees_log,180,0.95,0.32194513133599467
aimnet2,1,2,100,100,798,280,trees_raw,180,0.9625,0.3243573258896883
aimnet2,1,2,100,100,798,280,trees_physics,180,0.925,0.30416200430567997
aimnet2,1,2,100,100,798,280,ridge,180,0.925,0.3532123214734297
aimnet2,1,2,100,100,798,280,mp_ridge,180,0.8875,0.3622278735372751
aimnet2,1,2,100,100,798,280,net_force,280,0.8875,0.41386649060767855
aimnet2,1,2,100,100,798,280,rigid_force,280,0.95,0.4182358511373478
aimnet2,1,2,100,100,798,280,force_magnitude,280,0.3625,0.3245968044139289
aimnet2,1,2,100,100,798,280,random,280,0.3508771929824561,0.3508771929824561
aimnet2,1,2,full,202,798,280,trees_log,78,0.6625,0.17485242312594582
aimnet2,1,2,full,202,798,280,trees_raw,78,0.6875,0.17570689339437592
aimnet2,1,2,full,202,798,280,trees_physics,78,0.7,0.17639096728494083
aimnet2,1,2,full,202,798,280,ridge,78,0.7125,0.17866935109368515
aimnet2,1,2,full,202,798,280,mp_ridge,78,0.725,0.18555749178244002
aimnet2,1,2,full,202,798,280,net_force,280,0.8875,0.41386649060767855
aimnet2,1,2,full,202,798,280,rigid_force,280,0.95,0.4182358511373478
aimnet2,1,2,full,202,798,280,force_magnitude,280,0.3625,0.3245968044139289
aimnet2,1,2,full,202,798,280,random,280,0.3508771929824561,0.3508771929824561
aimnet2,1,3,10,10,798,280,trees_log,270,0.5125,0.4043549031768293
aimnet2,1,3,10,10,798,280,trees_raw,270,0.5125,0.4028308658438869
aimnet2,1,3,10,10,798,280,trees_physics,270,0.95,0.4057026958390341
aimnet2,1,3,10,10,798,280,ridge,270,0.9,0.4433041834135678
aimnet2,1,3,10,10,798,280,mp_ridge,270,0.775,0.5073616193435793
aimnet2,1,3,10,10,798,280,net_force,280,0.8875,0.41386649060767855
aimnet2,1,3,10,10,798,280,rigid_force,280,0.95,0.4182358511373478
aimnet2,1,3,10,10,798,280,force_magnitude,280,0.3625,0.3245968044139289
aimnet2,1,3,10,10,798,280,random,280,0.3508771929824561,0.3508771929824561
aimnet2,1,3,20,20,798,280,trees_log,260,0.925,0.4059916087550818
aimnet2,1,3,20,20,798,280,trees_raw,260,0.9375,0.39587946933332474
aimnet2,1,3,20,20,798,280,trees_physics,260,0.9375,0.3947346165144612
aimnet2,1,3,20,20,798,280,ridge,260,0.925,0.427538561851412
aimnet2,1,3,20,20,798,280,mp_ridge,260,0.8875,0.34228336732499587
aimnet2,1,3,20,20,798,280,net_force,280,0.8875,0.41386649060767855
aimnet2,1,3,20,20,798,280,rigid_force,280,0.95,0.4182358511373478
aimnet2,1,3,20,20,798,280,force_magnitude,280,0.3625,0.3245968044139289
aimnet2,1,3,20,20,798,280,random,280,0.3508771929824561,0.3508771929824561
aimnet2,1,3,50,50,798,280,trees_log,230,0.9625,0.3820035469762317
aimnet2,1,3,50,50,798,280,trees_raw,230,0.975,0.38125696388556607
aimnet2,1,3,50,50,798,280,trees_physics,230,0.9375,0.35975531697402907
aimnet2,1,3,50,50,798,280,ridge,230,0.95,0.4058854565142248
aimnet2,1,3,50,50,798,280,mp_ridge,230,0.9,0.4264116218486542
aimnet2,1,3,50,50,798,280,net_force,280,0.8875,0.41386649060767855
aimnet2,1,3,50,50,798,280,rigid_force,280,0.95,0.4182358511373478
aimnet2,1,3,50,50,798,280,force_magnitude,280,0.3625,0.3245968044139289
aimnet2,1,3,50,50,798,280,random,280,0.3508771929824561,0.3508771929824561
aimnet2,1,3,100,100,798,280,trees_log,180,0.9375,0.3162211391361471
aimnet2,1,3,100,100,798,280,trees_raw,180,0.9375,0.3111884228707489
aimnet2,1,3,100,100,798,280,trees_physics,180,0.925,0.30347550388120176
aimnet2,1,3,100,100,798,280,ridge,180,0.925,0.3353742319868323
aimnet2,1,3,100,100,798,280,mp_ridge,180,0.9125,0.3519782062544634
aimnet2,1,3,100,100,798,280,net_force,280,0.8875,0.41386649060767855
aimnet2,1,3,100,100,798,280,rigid_force,280,0.95,0.4182358511373478
aimnet2,1,3,100,100,798,280,force_magnitude,280,0.3625,0.3245968044139289
aimnet2,1,3,100,100,798,280,random,280,0.3508771929824561,0.3508771929824561
aimnet2,1,3,full,202,798,280,trees_log,78,0.675,0.17747677740218543
aimnet2,1,3,full,202,798,280,trees_raw,78,0.6875,0.1768001161524771
aimnet2,1,3,full,202,798,280,trees_physics,78,0.7,0.17559059084099096
aimnet2,1,3,full,202,798,280,ridge,78,0.7125,0.17866935109368515
aimnet2,1,3,full,202,798,280,mp_ridge,78,0.725,0.18555749178244002
aimnet2,1,3,full,202,798,280,net_force,280,0.8875,0.41386649060767855
aimnet2,1,3,full,202,798,280,rigid_force,280,0.95,0.4182358511373478
aimnet2,1,3,full,202,798,280,force_magnitude,280,0.3625,0.3245968044139289
aimnet2,1,3,full,202,798,280,random,280,0.3508771929824561,0.3508771929824561
aimnet2,1,4,10,10,798,280,trees_log,270,0.2375,0.29619463941346513
aimnet2,1,4,10,10,798,280,trees_raw,270,0.2625,0.3044928213010827
aimnet2,1,4,10,10,798,280,trees_physics,270,0.4875,0.3237399511515196
aimnet2,1,4,10,10,798,280,ridge,270,0.425,0.3273551922277994
aimnet2,1,4,10,10,798,280,mp_ridge,270,0.325,0.2692567476090957
aimnet2,1,4,10,10,798,280,net_force,280,0.8875,0.41386649060767855
aimnet2,1,4,10,10,798,280,rigid_force,280,0.95,0.4182358511373478
aimnet2,1,4,10,10,798,280,force_magnitude,280,0.3625,0.3245968044139289
aimnet2,1,4,10,10,798,280,random,280,0.3508771929824561,0.3508771929824561
aimnet2,1,4,20,20,798,280,trees_log,260,0.575,0.2928318545012836
aimnet2,1,4,20,20,798,280,trees_raw,260,0.6125,0.29534307397220133
aimnet2,1,4,20,20,798,280,trees_physics,260,0.9,0.3903503849500391
aimnet2,1,4,20,20,798,280,ridge,260,0.5875,0.2524613751213916
aimnet2,1,4,20,20,798,280,mp_ridge,260,0.5875,0.25199975797114066
aimnet2,1,4,20,20,798,280,net_force,280,0.8875,0.41386649060767855
aimnet2,1,4,20,20,798,280,rigid_force,280,0.95,0.4182358511373478
aimnet2,1,4,20,20,798,280,force_magnitude,280,0.3625,0.3245968044139289
aimnet2,1,4,20,20,798,280,random,280,0.3508771929824561,0.3508771929824561
aimnet2,1,4,50,50,798,280,trees_log,230,0.9375,0.37320961421503474
aimnet2,1,4,50,50,798,280,trees_raw,230,0.9375,0.36880836508055437
aimnet2,1,4,50,50,798,280,trees_physics,230,0.95,0.36428988977907967
aimnet2,1,4,50,50,798,280,ridge,230,0.9375,0.41895387939467255
aimnet2,1,4,50,50,798,280,mp_ridge,230,0.8375,0.42982284425728967
aimnet2,1,4,50,50,798,280,net_force,280,0.8875,0.41386649060767855
aimnet2,1,4,50,50,798,280,rigid_force,280,0.95,0.4182358511373478
aimnet2,1,4,50,50,798,280,force_magnitude,280,0.3625,0.3245968044139289
aimnet2,1,4,50,50,798,280,random,280,0.3508771929824561,0.3508771929824561
aimnet2,1,4,100,100,798,280,trees_log,180,0.9375,0.3123251211296953
aimnet2,1,4,100,100,798,280,trees_raw,180,0.9375,0.3128212070596086
aimnet2,1,4,100,100,798,280,trees_physics,180,0.925,0.30292347109361484
aimnet2,1,4,100,100,798,280,ridge,180,0.9375,0.33356233440324545
aimnet2,1,4,100,100,798,280,mp_ridge,180,0.9125,0.35580629782830175
aimnet2,1,4,100,100,798,280,net_force,280,0.8875,0.41386649060767855
aimnet2,1,4,100,100,798,280,rigid_force,280,0.95,0.4182358511373478
aimnet2,1,4,100,100,798,280,force_magnitude,280,0.3625,0.3245968044139289
aimnet2,1,4,100,100,798,280,random,280,0.3508771929824561,0.3508771929824561
aimnet2,1,4,full,202,798,280,trees_log,78,0.6875,0.1797195321971019
aimnet2,1,4,full,202,798,280,trees_raw,78,0.675,0.1746918914045035
aimnet2,1,4,full,202,798,280,trees_physics,78,0.7,0.17559059084099093
aimnet2,1,4,full,202,798,280,ridge,78,0.7125,0.17866935109368515
aimnet2,1,4,full,202,798,280,mp_ridge,78,0.725,0.18555749178244002
aimnet2,1,4,full,202,798,280,net_force,280,0.8875,0.41386649060767855
aimnet2,1,4,full,202,798,280,rigid_force,280,0.95,0.4182358511373478
aimnet2,1,4,full,202,798,280,force_magnitude,280,0.3625,0.3245968044139289
aimnet2,1,4,full,202,798,280,random,280,0.3508771929824561,0.3508771929824561
aimnet2,2,0,10,10,776,280,trees_log,270,0.21794871794871795,0.4358195889063407
aimnet2,2,0,10,10,776,280,trees_raw,270,0.21794871794871795,0.4407966277342064
aimnet2,2,0,10,10,776,280,trees_physics,270,0.7692307692307693,0.395779917534377
aimnet2,2,0,10,10,776,280,ridge,270,0.717948717948718,0.4705206437795188
aimnet2,2,0,10,10,776,280,mp_ridge,270,0.44871794871794873,0.4854940037505312
aimnet2,2,0,10,10,776,280,net_force,280,0.8717948717948718,0.4247187657302218
aimnet2,2,0,10,10,776,280,rigid_force,280,0.9487179487179487,0.42385860286301474
aimnet2,2,0,10,10,776,280,force_magnitude,280,0.3974358974358974,0.33538409894293886
aimnet2,2,0,10,10,776,280,random,280,0.36082474226804123,0.36082474226804123
aimnet2,2,0,20,20,776,280,trees_log,260,0.2692307692307692,0.37208048022886236
aimnet2,2,0,20,20,776,280,trees_raw,260,0.3333333333333333,0.36728115666769057
aimnet2,2,0,20,20,776,280,trees_physics,260,0.3717948717948718,0.326010168772265
aimnet2,2,0,20,20,776,280,ridge,260,0.46153846153846156,0.4833000731631324
aimnet2,2,0,20,20,776,280,mp_ridge,260,0.48717948717948717,0.4841825277004513
aimnet2,2,0,20,20,776,280,net_force,280,0.8717948717948718,0.4247187657302218
aimnet2,2,0,20,20,776,280,rigid_force,280,0.9487179487179487,0.42385860286301474
aimnet2,2,0,20,20,776,280,force_magnitude,280,0.3974358974358974,0.33538409894293886
aimnet2,2,0,20,20,776,280,random,280,0.36082474226804123,0.36082474226804123
aimnet2,2,0,50,50,776,280,trees_log,230,0.8205128205128205,0.41339717483202354
aimnet2,2,0,50,50,776,280,trees_raw,230,0.8333333333333334,0.40650378032247464
aimnet2,2,0,50,50,776,280,trees_physics,230,0.9487179487179487,0.3681991934276196
aimnet2,2,0,50,50,776,280,ridge,230,0.8333333333333334,0.43763624164591214
aimnet2,2,0,50,50,776,280,mp_ridge,230,0.8461538461538461,0.42619682446044665
aimnet2,2,0,50,50,776,280,net_force,280,0.8717948717948718,0.4247187657302218
aimnet2,2,0,50,50,776,280,rigid_force,280,0.9487179487179487,0.42385860286301474
aimnet2,2,0,50,50,776,280,force_magnitude,280,0.3974358974358974,0.33538409894293886
aimnet2,2,0,50,50,776,280,random,280,0.36082474226804123,0.36082474226804123
aimnet2,2,0,100,100,776,280,trees_log,180,0.8974358974358975,0.32683895970803484
aimnet2,2,0,100,100,776,280,trees_raw,180,0.9102564102564102,0.31727513429913423
aimnet2,2,0,100,100,776,280,trees_physics,180,0.9102564102564102,0.30834965265187586
aimnet2,2,0,100,100,776,280,ridge,180,0.9487179487179487,0.35053216560768524
aimnet2,2,0,100,100,776,280,mp_ridge,180,0.8589743589743589,0.34837537620648745
aimnet2,2,0,100,100,776,280,net_force,280,0.8717948717948718,0.4247187657302218
aimnet2,2,0,100,100,776,280,rigid_force,280,0.9487179487179487,0.42385860286301474
aimnet2,2,0,100,100,776,280,force_magnitude,280,0.3974358974358974,0.33538409894293886
aimnet2,2,0,100,100,776,280,random,280,0.36082474226804123,0.36082474226804123
aimnet2,2,0,full,224,776,280,trees_log,56,0.5897435897435898,0.14090504300824536
aimnet2,2,0,full,224,776,280,trees_raw,56,0.6025641025641025,0.14152638856525274
aimnet2,2,0,full,224,776,280,trees_physics,56,0.5769230769230769,0.12832811169964717
aimnet2,2,0,full,224,776,280,ridge,56,0.5769230769230769,0.1520318420352464
aimnet2,2,0,full,224,776,280,mp_ridge,56,0.5769230769230769,0.14624454015586508
aimnet2,2,0,full,224,776,280,net_force,280,0.8717948717948718,0.4247187657302218
aimnet2,2,0,full,224,776,280,rigid_force,280,0.9487179487179487,0.42385860286301474
aimnet2,2,0,full,224,776,280,force_magnitude,280,0.3974358974358974,0.33538409894293886
aimnet2,2,0,full,224,776,280,random,280,0.36082474226804123,0.36082474226804123
aimnet2,2,1,10,10,776,280,trees_log,270,0.6538461538461539,0.3759990234250915
aimnet2,2,1,10,10,776,280,trees_raw,270,0.6282051282051282,0.36456029270190315
aimnet2,2,1,10,10,776,280,trees_physics,270,0.8717948717948718,0.4132917128423716
aimnet2,2,1,10,10,776,280,ridge,270,0.8846153846153846,0.43566180624781814
aimnet2,2,1,10,10,776,280,mp_ridge,270,0.8717948717948718,0.43143910126398477
aimnet2,2,1,10,10,776,280,net_force,280,0.8717948717948718,0.4247187657302218
aimnet2,2,1,10,10,776,280,rigid_force,280,0.9487179487179487,0.42385860286301474
aimnet2,2,1,10,10,776,280,force_magnitude,280,0.3974358974358974,0.33538409894293886
aimnet2,2,1,10,10,776,280,random,280,0.36082474226804123,0.36082474226804123
aimnet2,2,1,20,20,776,280,trees_log,260,0.9230769230769231,0.4075621295976261
aimnet2,2,1,20,20,776,280,trees_raw,260,0.9230769230769231,0.40991242543721634
aimnet2,2,1,20,20,776,280,trees_physics,260,0.8846153846153846,0.4008728873006999
aimnet2,2,1,20,20,776,280,ridge,260,0.9230769230769231,0.4085076948314776
aimnet2,2,1,20,20,776,280,mp_ridge,260,0.9230769230769231,0.4085076948314776
aimnet2,2,1,20,20,776,280,net_force,280,0.8717948717948718,0.4247187657302218
aimnet2,2,1,20,20,776,280,rigid_force,280,0.9487179487179487,0.42385860286301474
aimnet2,2,1,20,20,776,280,force_magnitude,280,0.3974358974358974,0.33538409894293886
aimnet2,2,1,20,20,776,280,random,280,0.36082474226804123,0.36082474226804123
aimnet2,2,1,50,50,776,280,trees_log,230,0.9230769230769231,0.38980093806186916
aimnet2,2,1,50,50,776,280,trees_raw,230,0.9230769230769231,0.391764928992275
aimnet2,2,1,50,50,776,280,trees_physics,230,0.8846153846153846,0.3625767945706127
aimnet2,2,1,50,50,776,280,ridge,230,0.9487179487179487,0.4060852514455544
aimnet2,2,1,50,50,776,280,mp_ridge,230,0.9102564102564102,0.3527826663316908
aimnet2,2,1,50,50,776,280,net_force,280,0.8717948717948718,0.4247187657302218
aimnet2,2,1,50,50,776,280,rigid_force,280,0.9487179487179487,0.42385860286301474
aimnet2,2,1,50,50,776,280,force_magnitude,280,0.3974358974358974,0.33538409894293886
aimnet2,2,1,50,50,776,280,random,280,0.36082474226804123,0.36082474226804123
aimnet2,2,1,100,100,776,280,trees_log,180,0.9102564102564102,0.31631014982609
aimnet2,2,1,100,100,776,280,trees_raw,180,0.9102564102564102,0.31708898529200813
aimnet2,2,1,100,100,776,280,trees_physics,180,0.9102564102564102,0.3083783614213948
aimnet2,2,1,100,100,776,280,ridge,180,0.8974358974358975,0.3336344331981492
aimnet2,2,1,100,100,776,280,mp_ridge,180,0.8846153846153846,0.34228414226475745
aimnet2,2,1,100,100,776,280,net_force,280,0.8717948717948718,0.4247187657302218
aimnet2,2,1,100,100,776,280,rigid_force,280,0.9487179487179487,0.42385860286301474
aimnet2,2,1,100,100,776,280,force_magnitude,280,0.3974358974358974,0.33538409894293886
aimnet2,2,1,100,100,776,280,random,280,0.36082474226804123,0.36082474226804123
aimnet2,2,1,full,224,776,280,trees_log,56,0.5897435897435898,0.13404331611624704
aimnet2,2,1,full,224,776,280,trees_raw,56,0.5897435897435898,0.13496707762711338
aimnet2,2,1,full,224,776,280,trees_physics,56,0.5769230769230769,0.12832811169964717
aimnet2,2,1,full,224,776,280,ridge,56,0.5769230769230769,0.1520318420352464
aimnet2,2,1,full,224,776,280,mp_ridge,56,0.5769230769230769,0.14624454015586508
aimnet2,2,1,full,224,776,280,net_force,280,0.8717948717948718,0.4247187657302218
aimnet2,2,1,full,224,776,280,rigid_force,280,0.9487179487179487,0.42385860286301474
aimnet2,2,1,full,224,776,280,force_magnitude,280,0.3974358974358974,0.33538409894293886
aimnet2,2,1,full,224,776,280,random,280,0.36082474226804123,0.36082474226804123
aimnet2,2,2,10,10,776,280,trees_log,270,0.5256410256410257,0.2391950516021632
aimnet2,2,2,10,10,776,280,trees_raw,270,0.5256410256410257,0.24141869455079087
aimnet2,2,2,10,10,776,280,trees_physics,270,0.6025641025641025,0.37492364091846175
aimnet2,2,2,10,10,776,280,ridge,270,0.44871794871794873,0.2854960482130962
aimnet2,2,2,10,10,776,280,mp_ridge,270,0.7051282051282052,0.3003535482079303
aimnet2,2,2,10,10,776,280,net_force,280,0.8717948717948718,0.4247187657302218
aimnet2,2,2,10,10,776,280,rigid_force,280,0.9487179487179487,0.42385860286301474
aimnet2,2,2,10,10,776,280,force_magnitude,280,0.3974358974358974,0.33538409894293886
aimnet2,2,2,10,10,776,280,random,280,0.36082474226804123,0.36082474226804123
aimnet2,2,2,20,20,776,280,trees_log,260,0.6794871794871795,0.3419412840326969
aimnet2,2,2,20,20,776,280,trees_raw,260,0.7051282051282052,0.34983811839253887
aimnet2,2,2,20,20,776,280,trees_physics,260,0.8717948717948718,0.40031112265427726
aimnet2,2,2,20,20,776,280,ridge,260,0.8076923076923077,0.39641730267715025
aimnet2,2,2,20,20,776,280,mp_ridge,260,0.8846153846153846,0.3396576922096532
aimnet2,2,2,20,20,776,280,net_force,280,0.8717948717948718,0.4247187657302218
aimnet2,2,2,20,20,776,280,rigid_force,280,0.9487179487179487,0.42385860286301474
aimnet2,2,2,20,20,776,280,force_magnitude,280,0.3974358974358974,0.33538409894293886
aimnet2,2,2,20,20,776,280,random,280,0.36082474226804123,0.36082474226804123
aimnet2,2,2,50,50,776,280,trees_log,230,0.9487179487179487,0.36888849464247864
aimnet2,2,2,50,50,776,280,trees_raw,230,0.9487179487179487,0.36853390801349617
aimnet2,2,2,50,50,776,280,trees_physics,230,0.9230769230769231,0.3638650942267925
aimnet2,2,2,50,50,776,280,ridge,230,0.9487179487179487,0.40454595167760776
aimnet2,2,2,50,50,776,280,mp_ridge,230,0.8333333333333334,0.3064069152052777
aimnet2,2,2,50,50,776,280,net_force,280,0.8717948717948718,0.4247187657302218
aimnet2,2,2,50,50,776,280,rigid_force,280,0.9487179487179487,0.42385860286301474
aimnet2,2,2,50,50,776,280,force_magnitude,280,0.3974358974358974,0.33538409894293886
aimnet2,2,2,50,50,776,280,random,280,0.36082474226804123,0.36082474226804123
aimnet2,2,2,100,100,776,280,trees_log,180,0.9230769230769231,0.31839484837211113
aimnet2,2,2,100,100,776,280,trees_raw,180,0.9230769230769231,0.3113517711362895
aimnet2,2,2,100,100,776,280,trees_physics,180,0.9230769230769231,0.31039407633707594
aimnet2,2,2,100,100,776,280,ridge,180,0.9358974358974359,0.3483692671375969
aimnet2,2,2,100,100,776,280,mp_ridge,180,0.9102564102564102,0.3508228776185363
aimnet2,2,2,100,100,776,280,net_force,280,0.8717948717948718,0.4247187657302218
aimnet2,2,2,100,100,776,280,rigid_force,280,0.9487179487179487,0.42385860286301474
aimnet2,2,2,100,100,776,280,force_magnitude,280,0.3974358974358974,0.33538409894293886
aimnet2,2,2,100,100,776,280,random,280,0.36082474226804123,0.36082474226804123
aimnet2,2,2,full,224,776,280,trees_log,56,0.5897435897435898,0.14090504300824536
aimnet2,2,2,full,224,776,280,trees_raw,56,0.5897435897435898,0.13556199757285772
aimnet2,2,2,full,224,776,280,trees_physics,56,0.5512820512820513,0.12690144899450342
aimnet2,2,2,full,224,776,280,ridge,56,0.5769230769230769,0.1520318420352464
aimnet2,2,2,full,224,776,280,mp_ridge,56,0.5769230769230769,0.14624454015586508
aimnet2,2,2,full,224,776,280,net_force,280,0.8717948717948718,0.4247187657302218
aimnet2,2,2,full,224,776,280,rigid_force,280,0.9487179487179487,0.42385860286301474
aimnet2,2,2,full,224,776,280,force_magnitude,280,0.3974358974358974,0.33538409894293886
aimnet2,2,2,full,224,776,280,random,280,0.36082474226804123,0.36082474226804123
aimnet2,2,3,10,10,776,280,trees_log,270,0.6282051282051282,0.43394540990379105
aimnet2,2,3,10,10,776,280,trees_raw,270,0.6282051282051282,0.43337141920503863
aimnet2,2,3,10,10,776,280,trees_physics,270,0.8717948717948718,0.41507213227526446
aimnet2,2,3,10,10,776,280,ridge,270,0.8717948717948718,0.4765916415690417
aimnet2,2,3,10,10,776,280,mp_ridge,270,0.9230769230769231,0.46521481599323516
aimnet2,2,3,10,10,776,280,net_force,280,0.8717948717948718,0.4247187657302218
aimnet2,2,3,10,10,776,280,rigid_force,280,0.9487179487179487,0.42385860286301474
aimnet2,2,3,10,10,776,280,force_magnitude,280,0.3974358974358974,0.33538409894293886
aimnet2,2,3,10,10,776,280,random,280,0.36082474226804123,0.36082474226804123
aimnet2,2,3,20,20,776,280,trees_log,260,0.9230769230769231,0.43131782792434226
aimnet2,2,3,20,20,776,280,trees_raw,260,0.9230769230769231,0.4319838947750436
aimnet2,2,3,20,20,776,280,trees_physics,260,0.9487179487179487,0.40222629802437787
aimnet2,2,3,20,20,776,280,ridge,260,0.9358974358974359,0.4703892209063673
aimnet2,2,3,20,20,776,280,mp_ridge,260,0.6923076923076923,0.49151563158992084
aimnet2,2,3,20,20,776,280,net_force,280,0.8717948717948718,0.4247187657302218
aimnet2,2,3,20,20,776,280,rigid_force,280,0.9487179487179487,0.42385860286301474
aimnet2,2,3,20,20,776,280,force_magnitude,280,0.3974358974358974,0.33538409894293886
aimnet2,2,3,20,20,776,280,random,280,0.36082474226804123,0.36082474226804123
aimnet2,2,3,50,50,776,280,trees_log,230,0.9102564102564102,0.3966534300927828
aimnet2,2,3,50,50,776,280,trees_raw,230,0.9230769230769231,0.392686453884691
aimnet2,2,3,50,50,776,280,trees_physics,230,0.9487179487179487,0.36793376693282787
aimnet2,2,3,50,50,776,280,ridge,230,0.9487179487179487,0.42375394633125535
aimnet2,2,3,50,50,776,280,mp_ridge,230,0.8205128205128205,0.38826180369036406
aimnet2,2,3,50,50,776,280,net_force,280,0.8717948717948718,0.4247187657302218
aimnet2,2,3,50,50,776,280,rigid_force,280,0.9487179487179487,0.42385860286301474
aimnet2,2,3,50,50,776,280,force_magnitude,280,0.3974358974358974,0.33538409894293886
aimnet2,2,3,50,50,776,280,random,280,0.36082474226804123,0.36082474226804123
aimnet2,2,3,100,100,776,280,trees_log,180,0.9102564102564102,0.32225073825476996
aimnet2,2,3,100,100,776,280,trees_raw,180,0.9230769230769231,0.32450960686874486
aimnet2,2,3,100,100,776,280,trees_physics,180,0.9230769230769231,0.3108373251915356
aimnet2,2,3,100,100,776,280,ridge,180,0.9102564102564102,0.3580213380058088
aimnet2,2,3,100,100,776,280,mp_ridge,180,0.8717948717948718,0.3547351596523807
aimnet2,2,3,100,100,776,280,net_force,280,0.8717948717948718,0.4247187657302218
aimnet2,2,3,100,100,776,280,rigid_force,280,0.9487179487179487,0.42385860286301474
aimnet2,2,3,100,100,776,280,force_magnitude,280,0.3974358974358974,0.33538409894293886
aimnet2,2,3,100,100,776,280,random,280,0.36082474226804123,0.36082474226804123
aimnet2,2,3,full,224,776,280,trees_log,56,0.5897435897435898,0.14124528617748547
aimnet2,2,3,full,224,776,280,trees_raw,56,0.5897435897435898,0.13891225628930004
aimnet2,2,3,full,224,776,280,trees_physics,56,0.5641025641025641,0.12973853431526244
aimnet2,2,3,full,224,776,280,ridge,56,0.5769230769230769,0.1520318420352464
aimnet2,2,3,full,224,776,280,mp_ridge,56,0.5769230769230769,0.14624454015586508
aimnet2,2,3,full,224,776,280,net_force,280,0.8717948717948718,0.4247187657302218
aimnet2,2,3,full,224,776,280,rigid_force,280,0.9487179487179487,0.42385860286301474
aimnet2,2,3,full,224,776,280,force_magnitude,280,0.3974358974358974,0.33538409894293886
aimnet2,2,3,full,224,776,280,random,280,0.36082474226804123,0.36082474226804123
aimnet2,2,4,10,10,776,280,trees_log,270,0.5,0.3318031847228874
aimnet2,2,4,10,10,776,280,trees_raw,270,0.5128205128205128,0.31830152495138353
aimnet2,2,4,10,10,776,280,trees_physics,270,0.8717948717948718,0.4185924679470073
aimnet2,2,4,10,10,776,280,ridge,270,0.41025641025641024,0.34146428905778947
aimnet2,2,4,10,10,776,280,mp_ridge,270,0.5256410256410257,0.33655810433304456
aimnet2,2,4,10,10,776,280,net_force,280,0.8717948717948718,0.4247187657302218
aimnet2,2,4,10,10,776,280,rigid_force,280,0.9487179487179487,0.42385860286301474
aimnet2,2,4,10,10,776,280,force_magnitude,280,0.3974358974358974,0.33538409894293886
aimnet2,2,4,10,10,776,280,random,280,0.36082474226804123,0.36082474226804123
aimnet2,2,4,20,20,776,280,trees_log,260,0.8717948717948718,0.3913427039703065
aimnet2,2,4,20,20,776,280,trees_raw,260,0.9487179487179487,0.40569189288712015
aimnet2,2,4,20,20,776,280,trees_physics,260,0.8974358974358975,0.39482983600225857
aimnet2,2,4,20,20,776,280,ridge,260,0.9615384615384616,0.3967465154726921
aimnet2,2,4,20,20,776,280,mp_ridge,260,0.8589743589743589,0.3399251085424756
aimnet2,2,4,20,20,776,280,net_force,280,0.8717948717948718,0.4247187657302218
aimnet2,2,4,20,20,776,280,rigid_force,280,0.9487179487179487,0.42385860286301474
aimnet2,2,4,20,20,776,280,force_magnitude,280,0.3974358974358974,0.33538409894293886
aimnet2,2,4,20,20,776,280,random,280,0.36082474226804123,0.36082474226804123
aimnet2,2,4,50,50,776,280,trees_log,230,0.9487179487179487,0.36779345743211317
aimnet2,2,4,50,50,776,280,trees_raw,230,0.9487179487179487,0.3683645979915767
aimnet2,2,4,50,50,776,280,trees_physics,230,0.9487179487179487,0.3674713915330297
aimnet2,2,4,50,50,776,280,ridge,230,0.9615384615384616,0.3832777942898968
aimnet2,2,4,50,50,776,280,mp_ridge,230,0.9358974358974359,0.3812538491813857
aimnet2,2,4,50,50,776,280,net_force,280,0.8717948717948718,0.4247187657302218
aimnet2,2,4,50,50,776,280,rigid_force,280,0.9487179487179487,0.42385860286301474
aimnet2,2,4,50,50,776,280,force_magnitude,280,0.3974358974358974,0.33538409894293886
aimnet2,2,4,50,50,776,280,random,280,0.36082474226804123,0.36082474226804123
aimnet2,2,4,100,100,776,280,trees_log,180,0.9230769230769231,0.32013026677613665
aimnet2,2,4,100,100,776,280,trees_raw,180,0.9230769230769231,0.315420969544244
aimnet2,2,4,100,100,776,280,trees_physics,180,0.9358974358974359,0.3124154471942368
aimnet2,2,4,100,100,776,280,ridge,180,0.9487179487179487,0.33879407105960957
aimnet2,2,4,100,100,776,280,mp_ridge,180,0.9487179487179487,0.3506645569801544
aimnet2,2,4,100,100,776,280,net_force,280,0.8717948717948718,0.4247187657302218
aimnet2,2,4,100,100,776,280,rigid_force,280,0.9487179487179487,0.42385860286301474
aimnet2,2,4,100,100,776,280,force_magnitude,280,0.3974358974358974,0.33538409894293886
aimnet2,2,4,100,100,776,280,random,280,0.36082474226804123,0.36082474226804123
aimnet2,2,4,full,224,776,280,trees_log,56,0.5641025641025641,0.1350155385898844
aimnet2,2,4,full,224,776,280,trees_raw,56,0.5897435897435898,0.1346382360619914
aimnet2,2,4,full,224,776,280,trees_physics,56,0.5512820512820513,0.12690144899450342
aimnet2,2,4,full,224,776,280,ridge,56,0.5769230769230769,0.1520318420352464
aimnet2,2,4,full,224,776,280,mp_ridge,56,0.5769230769230769,0.14624454015586508
aimnet2,2,4,full,224,776,280,net_force,280,0.8717948717948718,0.4247187657302218
aimnet2,2,4,full,224,776,280,rigid_force,280,0.9487179487179487,0.42385860286301474
