dataset,scenario,endpoint,acquisition_fraction,seed_count,selected_count,total_count,total_fraction,n_bad,method,comparison,recall,impact_fraction,acquisition_recall
transition1x,1,worst_decile,0.02,213,16,229,0.229,100,rigid_force,shared_seed,0.36,0.9826625469399872,0.058823529411764705
transition1x,1,worst_decile,0.02,213,16,229,0.229,100,force_magnitude,shared_seed,0.33,0.9825848010286468,0.014705882352941176
transition1x,1,worst_decile,0.02,213,16,229,0.229,100,geometry_novelty,shared_seed,0.36,0.9825593550853534,0.058823529411764705
transition1x,1,worst_decile,0.02,213,16,229,0.229,100,trees_log,shared_seed,0.37,0.9826842431300398,0.07352941176470588
transition1x,1,worst_decile,0.02,213,16,229,0.229,100,trees_raw,shared_seed,0.34,0.9826062211836292,0.029411764705882353
transition1x,1,worst_decile,0.02,213,16,229,0.229,100,trees_physics,shared_seed,0.33,0.9826165682419914,0.014705882352941176
transition1x,1,worst_decile,0.02,213,16,229,0.229,100,ridge,shared_seed,0.36,0.9826957503846807,0.058823529411764705
transition1x,1,worst_decile,0.02,213,16,229,0.229,100,mp_ridge,shared_seed,0.37,0.9827150476570754,0.07352941176470588
transition1x,1,worst_decile,0.02,213,16,229,0.229,100,reference_oracle,shared_seed,0.48,0.9831052889714135,0.23529411764705882
transition1x,1,worst_decile,0.02,213,16,229,0.229,100,random,shared_seed,0.3338246505717916,0.9826332359889587,0.020330368487928845
transition1x,1,worst_decile,0.02,213,16,229,0.229,100,net_force,total_budget,0.23,0.005475405697772686,
transition1x,1,worst_decile,0.02,213,16,229,0.229,100,rigid_force,total_budget,0.3,0.005585717143813615,
transition1x,1,worst_decile,0.02,213,16,229,0.229,100,force_magnitude,total_budget,0.23,0.982288337775083,
transition1x,1,worst_decile,0.02,213,16,229,0.229,100,geometry_novelty,total_budget,0.26,0.004947105587265156,
transition1x,1,worst_decile,0.02,213,16,229,0.229,100,random,total_budget,0.229,0.229,
transition1x,1,worst_decile,0.02,213,16,229,0.229,100,reference_oracle,total_budget,1.0,0.985439960330974,
transition1x,1,above_5mev,0.02,213,16,229,0.229,104,net_force,shared_seed,0.3557692307692308,0.9827240211910434,0.04285714285714286
transition1x,1,above_5mev,0.02,213,16,229,0.229,104,rigid_force,shared_seed,0.36538461538461536,0.9826625469399872,0.05714285714285714
transition1x,1,above_5mev,0.02,213,16,229,0.229,104,force_magnitude,shared_seed,0.33653846153846156,0.9825848010286468,0.014285714285714285
transition1x,1,above_5mev,0.02,213,16,229,0.229,104,geometry_novelty,shared_seed,0.36538461538461536,0.9825593550853534,0.05714285714285714
transition1x,1,above_5mev,0.02,213,16,229,0.229,104,trees_log,shared_seed,0.375,0.9826842431300398,0.07142857142857142
transition1x,1,above_5mev,0.02,213,16,229,0.229,104,trees_raw,shared_seed,0.34615384615384615,0.9826062211836292,0.02857142857142857
transition1x,1,above_5mev,0.02,213,16,229,0.229,104,trees_physics,shared_seed,0.33653846153846156,0.9826165682419914,0.014285714285714285
transition1x,1,above_5mev,0.02,213,16,229,0.229,104,ridge,shared_seed,0.36538461538461536,0.9826957503846807,0.05714285714285714
transition1x,1,above_5mev,0.02,213,16,229,0.229,104,mp_ridge,shared_seed,0.375,0.9827150476570754,0.07142857142857142
transition1x,1,above_5mev,0.02,213,16,229,0.229,104,reference_oracle,shared_seed,0.4807692307692308,0.9831052889714135,0.22857142857142856
transition1x,1,above_5mev,0.02,213,16,229,0.229,104,random,shared_seed,0.3406069787899521,0.9826332359889587,0.020330368487928845
transition1x,1,above_5mev,0.02,213,16,229,0.229,104,net_force,total_budget,0.2403846153846154,0.005475405697772686,
transition1x,1,above_5mev,0.02,213,16,229,0.229,104,rigid_force,total_budget,0.2980769230769231,0.005585717143813615,
transition1x,1,above_5mev,0.02,213,16,229,0.229,104,force_magnitude,total_budget,0.22115384615384615,0.982288337775083,
transition1x,1,above_5mev,0.02,213,16,229,0.229,104,geometry_novelty,total_budget,0.25,0.004947105587265156,
transition1x,1,above_5mev,0.02,213,16,229,0.229,104,random,total_budget,0.229,0.229,
transition1x,1,above_5mev,0.02,213,16,229,0.229,104,reference_oracle,total_budget,1.0,0.985439960330974,
transition1x,1,above_10mev,0.02,213,16,229,0.229,1,net_force,shared_seed,1.0,0.9827240211910434,
transition1x,1,above_10mev,0.02,213,16,229,0.229,1,rigid_force,shared_seed,1.0,0.9826625469399872,
transition1x,1,above_10mev,0.02,213,16,229,0.229,1,force_magnitude,shared_seed,1.0,0.9825848010286468,
transition1x,1,above_10mev,0.02,213,16,229,0.229,1,geometry_novelty,shared_seed,1.0,0.9825593550853534,
transition1x,1,above_10mev,0.02,213,16,229,0.229,1,trees_log,shared_seed,1.0,0.9826842431300398,
transition1x,1,above_10mev,0.02,213,16,229,0.229,1,trees_raw,shared_seed,1.0,0.9826062211836292,
transition1x,1,above_10mev,0.02,213,16,229,0.229,1,trees_physics,shared_seed,1.0,0.9826165682419914,
transition1x,1,above_10mev,0.02,213,16,229,0.229,1,ridge,shared_seed,1.0,0.9826957503846807,
transition1x,1,above_10mev,0.02,213,16,229,0.229,1,mp_ridge,shared_seed,1.0,0.9827150476570754,
transition1x,1,above_10mev,0.02,213,16,229,0.229,1,reference_oracle,shared_seed,1.0,0.9831052889714135,
transition1x,1,above_10mev,0.02,213,16,229,0.229,1,random,shared_seed,1.0,0.9826332359889587,
transition1x,1,above_10mev,0.02,213,16,229,0.229,1,net_force,total_budget,0.0,0.005475405697772686,
transition1x,1,above_10mev,0.02,213,16,229,0.229,1,rigid_force,total_budget,0.0,0.005585717143813615,
transition1x,1,above_10mev,0.02,213,16,229,0.229,1,force_magnitude,total_budget,1.0,0.982288337775083,
transition1x,1,above_10mev,0.02,213,16,229,0.229,1,geometry_novelty,total_budget,0.0,0.004947105587265156,
transition1x,1,above_10mev,0.02,213,16,229,0.229,1,random,total_budget,0.229,0.229,
transition1x,1,above_10mev,0.02,213,16,229,0.229,1,reference_oracle,total_budget,1.0,0.985439960330974,
transition1x,1,above_25mev,0.02,213,16,229,0.229,1,net_force,shared_seed,1.0,0.9827240211910434,
transition1x,1,above_25mev,0.02,213,16,229,0.229,1,rigid_force,shared_seed,1.0,0.9826625469399872,
transition1x,1,above_25mev,0.02,213,16,229,0.229,1,force_magnitude,shared_seed,1.0,0.9825848010286468,
transition1x,1,above_25mev,0.02,213,16,229,0.229,1,geometry_novelty,shared_seed,1.0,0.9825593550853534,
transition1x,1,above_25mev,0.02,213,16,229,0.229,1,trees_log,shared_seed,1.0,0.9826842431300398,
transition1x,1,above_25mev,0.02,213,16,229,0.229,1,trees_raw,shared_seed,1.0,0.9826062211836292,
transition1x,1,above_25mev,0.02,213,16,229,0.229,1,trees_physics,shared_seed,1.0,0.9826165682419914,
transition1x,1,above_25mev,0.02,213,16,229,0.229,1,ridge,shared_seed,1.0,0.9826957503846807,
transition1x,1,above_25mev,0.02,213,16,229,0.229,1,mp_ridge,shared_seed,1.0,0.9827150476570754,
transition1x,1,above_25mev,0.02,213,16,229,0.229,1,reference_oracle,shared_seed,1.0,0.9831052889714135,
transition1x,1,above_25mev,0.02,213,16,229,0.229,1,random,shared_seed,1.0,0.9826332359889587,
transition1x,1,above_25mev,0.02,213,16,229,0.229,1,net_force,total_budget,0.0,0.005475405697772686,
transition1x,1,above_25mev,0.02,213,16,229,0.229,1,rigid_force,total_budget,0.0,0.005585717143813615,
transition1x,1,above_25mev,0.02,213,16,229,0.229,1,force_magnitude,total_budget,1.0,0.982288337775083,
transition1x,1,above_25mev,0.02,213,16,229,0.229,1,geometry_novelty,total_budget,0.0,0.004947105587265156,
transition1x,1,above_25mev,0.02,213,16,229,0.229,1,random,total_budget,0.229,0.229,
transition1x,1,above_25mev,0.02,213,16,229,0.229,1,reference_oracle,total_budget,1.0,0.985439960330974,
transition1x,1,worst_decile,0.05,213,40,253,0.253,100,net_force,shared_seed,0.37,0.9832531458305838,0.07352941176470588
transition1x,1,worst_decile,0.05,213,40,253,0.253,100,rigid_force,shared_seed,0.38,0.9832387359609095,0.08823529411764706
transition1x,1,worst_decile,0.05,213,40,253,0.253,100,force_magnitude,shared_seed,0.35,0.9831436857746013,0.04411764705882353
transition1x,1,worst_decile,0.05,213,40,253,0.253,100,geometry_novelty,shared_seed,0.36,0.983066069742489,0.058823529411764705
transition1x,1,worst_decile,0.05,213,40,253,0.253,100,trees_log,shared_seed,0.4,0.9831270844667482,0.11764705882352941
transition1x,1,worst_decile,0.05,213,40,253,0.253,100,trees_raw,shared_seed,0.35,0.9830777390747043,0.04411764705882353
transition1x,1,worst_decile,0.05,213,40,253,0.253,100,trees_physics,shared_seed,0.35,0.9831958963837923,0.04411764705882353
transition1x,1,worst_decile,0.05,213,40,253,0.253,100,ridge,shared_seed,0.41,0.9832880426894509,0.1323529411764706
transition1x,1,worst_decile,0.05,213,40,253,0.253,100,mp_ridge,shared_seed,0.4,0.9832567105739063,0.11764705882352941
transition1x,1,worst_decile,0.05,213,40,253,0.253,100,reference_oracle,shared_seed,0.72,0.9840845479801312,0.5882352941176471
transition1x,1,worst_decile,0.05,213,40,253,0.253,100,random,shared_seed,0.354561626429479,0.9831738356468899,0.05082592121982211
transition1x,1,worst_decile,0.05,213,40,253,0.253,100,net_force,total_budget,0.25,0.005969505301532112,
transition1x,1,worst_decile,0.05,213,40,253,0.253,100,rigid_force,total_budget,0.31,0.006153798170289418,
transition1x,1,worst_decile,0.05,213,40,253,0.253,100,force_magnitude,total_budget,0.29,0.9828471273776698,
transition1x,1,worst_decile,0.05,213,40,253,0.253,100,geometry_novelty,total_budget,0.31,0.9829220457448374,
transition1x,1,worst_decile,0.05,213,40,253,0.253,100,random,total_budget,0.253,0.253,
transition1x,1,worst_decile,0.05,213,40,253,0.253,100,reference_oracle,total_budget,1.0,0.9861030535480293,
transition1x,1,above_5mev,0.05,213,40,253,0.253,104,net_force,shared_seed,0.375,0.9832531458305838,0.07142857142857142
transition1x,1,above_5mev,0.05,213,40,253,0.253,104,rigid_force,shared_seed,0.38461538461538464,0.9832387359609095,0.08571428571428572
transition1x,1,above_5mev,0.05,213,40,253,0.253,104,force_magnitude,shared_seed,0.3557692307692308,0.9831436857746013,0.04285714285714286
transition1x,1,above_5mev,0.05,213,40,253,0.253,104,geometry_novelty,shared_seed,0.36538461538461536,0.983066069742489,0.05714285714285714
transition1x,1,above_5mev,0.05,213,40,253,0.253,104,trees_log,shared_seed,0.40384615384615385,0.9831270844667482,0.11428571428571428
transition1x,1,above_5mev,0.05,213,40,253,0.253,104,trees_raw,shared_seed,0.3557692307692308,0.9830777390747043,0.04285714285714286
transition1x,1,above_5mev,0.05,213,40,253,0.253,104,trees_physics,shared_seed,0.3557692307692308,0.9831958963837923,0.04285714285714286
transition1x,1,above_5mev,0.05,213,40,253,0.253,104,ridge,shared_seed,0.41346153846153844,0.9832880426894509,0.12857142857142856
transition1x,1,above_5mev,0.05,213,40,253,0.253,104,mp_ridge,shared_seed,0.40384615384615385,0.9832567105739063,0.11428571428571428
transition1x,1,above_5mev,0.05,213,40,253,0.253,104,reference_oracle,shared_seed,0.7115384615384616,0.9840845479801312,0.5714285714285714
transition1x,1,above_5mev,0.05,213,40,253,0.253,104,random,shared_seed,0.3611328315902649,0.9831738356468899,0.05082592121982211
transition1x,1,above_5mev,0.05,213,40,253,0.253,104,net_force,total_budget,0.25961538461538464,0.005969505301532112,
transition1x,1,above_5mev,0.05,213,40,253,0.253,104,rigid_force,total_budget,0.3076923076923077,0.006153798170289418,
transition1x,1,above_5mev,0.05,213,40,253,0.253,104,force_magnitude,total_budget,0.27884615384615385,0.9828471273776698,
transition1x,1,above_5mev,0.05,213,40,253,0.253,104,geometry_novelty,total_budget,0.2980769230769231,0.9829220457448374,
transition1x,1,above_5mev,0.05,213,40,253,0.253,104,random,total_budget,0.253,0.253,
transition1x,1,above_5mev,0.05,213,40,253,0.253,104,reference_oracle,total_budget,1.0,0.9861030535480293,
transition1x,1,above_10mev,0.05,213,40,253,0.253,1,net_force,shared_seed,1.0,0.9832531458305838,
transition1x,1,above_10mev,0.05,213,40,253,0.253,1,rigid_force,shared_seed,1.0,0.9832387359609095,
transition1x,1,above_10mev,0.05,213,40,253,0.253,1,force_magnitude,shared_seed,1.0,0.9831436857746013,
transition1x,1,above_10mev,0.05,213,40,253,0.253,1,geometry_novelty,shared_seed,1.0,0.983066069742489,
transition1x,1,above_10mev,0.05,213,40,253,0.253,1,trees_log,shared_seed,1.0,0.9831270844667482,
transition1x,1,above_10mev,0.05,213,40,253,0.253,1,trees_raw,shared_seed,1.0,0.9830777390747043,
transition1x,1,above_10mev,0.05,213,40,253,0.253,1,trees_physics,shared_seed,1.0,0.9831958963837923,
transition1x,1,above_10mev,0.05,213,40,253,0.253,1,ridge,shared_seed,1.0,0.9832880426894509,
transition1x,1,above_10mev,0.05,213,40,253,0.253,1,mp_ridge,shared_seed,1.0,0.9832567105739063,
transition1x,1,above_10mev,0.05,213,40,253,0.253,1,reference_oracle,shared_seed,1.0,0.9840845479801312,
transition1x,1,above_10mev,0.05,213,40,253,0.253,1,random,shared_seed,1.0,0.9831738356468899,
transition1x,1,above_10mev,0.05,213,40,253,0.253,1,net_force,total_budget,0.0,0.005969505301532112,
transition1x,1,above_10mev,0.05,213,40,253,0.253,1,rigid_force,total_budget,0.0,0.006153798170289418,
transition1x,1,above_10mev,0.05,213,40,253,0.253,1,force_magnitude,total_budget,1.0,0.9828471273776698,
transition1x,1,above_10mev,0.05,213,40,253,0.253,1,geometry_novelty,total_budget,1.0,0.9829220457448374,
transition1x,1,above_10mev,0.05,213,40,253,0.253,1,random,total_budget,0.253,0.253,
transition1x,1,above_10mev,0.05,213,40,253,0.253,1,reference_oracle,total_budget,1.0,0.9861030535480293,
transition1x,1,above_25mev,0.05,213,40,253,0.253,1,net_force,shared_seed,1.0,0.9832531458305838,
transition1x,1,above_25mev,0.05,213,40,253,0.253,1,rigid_force,shared_seed,1.0,0.9832387359609095,
transition1x,1,above_25mev,0.05,213,40,253,0.253,1,force_magnitude,shared_seed,1.0,0.9831436857746013,
transition1x,1,above_25mev,0.05,213,40,253,0.253,1,geometry_novelty,shared_seed,1.0,0.983066069742489,
transition1x,1,above_25mev,0.05,213,40,253,0.253,1,trees_log,shared_seed,1.0,0.9831270844667482,
transition1x,1,above_25mev,0.05,213,40,253,0.253,1,trees_raw,shared_seed,1.0,0.9830777390747043,
transition1x,1,above_25mev,0.05,213,40,253,0.253,1,trees_physics,shared_seed,1.0,0.9831958963837923,
transition1x,1,above_25mev,0.05,213,40,253,0.253,1,ridge,shared_seed,1.0,0.9832880426894509,
transition1x,1,above_25mev,0.05,213,40,253,0.253,1,mp_ridge,shared_seed,1.0,0.9832567105739063,
transition1x,1,above_25mev,0.05,213,40,253,0.253,1,reference_oracle,shared_seed,1.0,0.9840845479801312,
transition1x,1,above_25mev,0.05,213,40,253,0.253,1,random,shared_seed,1.0,0.9831738356468899,
transition1x,1,above_25mev,0.05,213,40,253,0.253,1,net_force,total_budget,0.0,0.005969505301532112,
transition1x,1,above_25mev,0.05,213,40,253,0.253,1,rigid_force,total_budget,0.0,0.006153798170289418,
transition1x,1,above_25mev,0.05,213,40,253,0.253,1,force_magnitude,total_budget,1.0,0.9828471273776698,
transition1x,1,above_25mev,0.05,213,40,253,0.253,1,geometry_novelty,total_budget,1.0,0.9829220457448374,
transition1x,1,above_25mev,0.05,213,40,253,0.253,1,random,total_budget,0.253,0.253,
transition1x,1,above_25mev,0.05,213,40,253,0.253,1,reference_oracle,total_budget,1.0,0.9861030535480293,
transition1x,1,worst_decile,0.1,213,79,292,0.292,100,net_force,shared_seed,0.4,0.9842041643103467,0.11764705882352941
transition1x,1,worst_decile,0.1,213,79,292,0.292,100,rigid_force,shared_seed,0.41,0.9841458484089223,0.1323529411764706
transition1x,1,worst_decile,0.1,213,79,292,0.292,100,force_magnitude,shared_seed,0.38,0.983950662040437,0.08823529411764706
transition1x,1,worst_decile,0.1,213,79,292,0.292,100,geometry_novelty,shared_seed,0.41,0.9839619754947234,0.1323529411764706
transition1x,1,worst_decile,0.1,213,79,292,0.292,100,trees_log,shared_seed,0.49,0.9841238002204746,0.25
transition1x,1,worst_decile,0.1,213,79,292,0.292,100,trees_raw,shared_seed,0.37,0.9838385457026365,0.07352941176470588
transition1x,1,worst_decile,0.1,213,79,292,0.292,100,trees_physics,shared_seed,0.39,0.9840812303070106,0.10294117647058823
transition1x,1,worst_decile,0.1,213,79,292,0.292,100,ridge,shared_seed,0.44,0.9840698146326543,0.17647058823529413
transition1x,1,worst_decile,0.1,213,79,292,0.292,100,mp_ridge,shared_seed,0.45,0.9841307424976662,0.19117647058823528
transition1x,1,worst_decile,0.1,213,79,292,0.292,100,reference_oracle,shared_seed,1.0,0.9854371840065191,1.0
transition1x,1,worst_decile,0.1,213,79,292,0.292,100,random,shared_seed,0.38825921219822107,0.9840523100910282,0.10038119440914867
transition1x,1,worst_decile,0.1,213,79,292,0.292,100,net_force,total_budget,0.28,0.006857786505143673,
transition1x,1,worst_decile,0.1,213,79,292,0.292,100,rigid_force,total_budget,0.32,0.007031015831099179,
transition1x,1,worst_decile,0.1,213,79,292,0.292,100,force_magnitude,total_budget,0.33,0.9837900646033831,
transition1x,1,worst_decile,0.1,213,79,292,0.292,100,geometry_novelty,total_budget,0.34,0.983666995091167,
transition1x,1,worst_decile,0.1,213,79,292,0.292,100,random,total_budget,0.292,0.292,
transition1x,1,worst_decile,0.1,213,79,292,0.292,100,reference_oracle,total_budget,1.0,0.9871457560079331,
transition1x,1,above_5mev,0.1,213,79,292,0.292,104,net_force,shared_seed,0.40384615384615385,0.9842041643103467,0.11428571428571428
transition1x,1,above_5mev,0.1,213,79,292,0.292,104,rigid_force,shared_seed,0.41346153846153844,0.9841458484089223,0.12857142857142856
transition1x,1,above_5mev,0.1,213,79,292,0.292,104,force_magnitude,shared_seed,0.38461538461538464,0.983950662040437,0.08571428571428572
transition1x,1,above_5mev,0.1,213,79,292,0.292,104,geometry_novelty,shared_seed,0.41346153846153844,0.9839619754947234,0.12857142857142856
transition1x,1,above_5mev,0.1,213,79,292,0.292,104,trees_log,shared_seed,0.49038461538461536,0.9841238002204746,0.24285714285714285
transition1x,1,above_5mev,0.1,213,79,292,0.292,104,trees_raw,shared_seed,0.375,0.9838385457026365,0.07142857142857142
transition1x,1,above_5mev,0.1,213,79,292,0.292,104,trees_physics,shared_seed,0.3942307692307692,0.9840812303070106,0.1
transition1x,1,above_5mev,0.1,213,79,292,0.292,104,ridge,shared_seed,0.4423076923076923,0.9840698146326543,0.17142857142857143
transition1x,1,above_5mev,0.1,213,79,292,0.292,104,mp_ridge,shared_seed,0.4519230769230769,0.9841307424976662,0.18571428571428572
transition1x,1,above_5mev,0.1,213,79,292,0.292,104,reference_oracle,shared_seed,1.0,0.9854371840065191,1.0
transition1x,1,above_5mev,0.1,213,79,292,0.292,104,random,shared_seed,0.3944873423907731,0.9840523100910282,0.10038119440914867
transition1x,1,above_5mev,0.1,213,79,292,0.292,104,net_force,total_budget,0.2980769230769231,0.006857786505143673,
transition1x,1,above_5mev,0.1,213,79,292,0.292,104,rigid_force,total_budget,0.3173076923076923,0.007031015831099179,
transition1x,1,above_5mev,0.1,213,79,292,0.292,104,force_magnitude,total_budget,0.3269230769230769,0.9837900646033831,
transition1x,1,above_5mev,0.1,213,79,292,0.292,104,geometry_novelty,total_budget,0.33653846153846156,0.983666995091167,
transition1x,1,above_5mev,0.1,213,79,292,0.292,104,random,total_budget,0.292,0.292,
transition1x,1,above_5mev,0.1,213,79,292,0.292,104,reference_oracle,total_budget,1.0,0.9871457560079331,
transition1x,1,above_10mev,0.1,213,79,292,0.292,1,net_force,shared_seed,1.0,0.9842041643103467,
transition1x,1,above_10mev,0.1,213,79,292,0.292,1,rigid_force,shared_seed,1.0,0.9841458484089223,
transition1x,1,above_10mev,0.1,213,79,292,0.292,1,force_magnitude,shared_seed,1.0,0.983950662040437,
transition1x,1,above_10mev,0.1,213,79,292,0.292,1,geometry_novelty,shared_seed,1.0,0.9839619754947234,
transition1x,1,above_10mev,0.1,213,79,292,0.292,1,trees_log,shared_seed,1.0,0.9841238002204746,
transition1x,1,above_10mev,0.1,213,79,292,0.292,1,trees_raw,shared_seed,1.0,0.9838385457026365,
transition1x,1,above_10mev,0.1,213,79,292,0.292,1,trees_physics,shared_seed,1.0,0.9840812303070106,
transition1x,1,above_10mev,0.1,213,79,292,0.292,1,ridge,shared_seed,1.0,0.9840698146326543,
transition1x,1,above_10mev,0.1,213,79,292,0.292,1,mp_ridge,shared_seed,1.0,0.9841307424976662,
transition1x,1,above_10mev,0.1,213,79,292,0.292,1,reference_oracle,shared_seed,1.0,0.9854371840065191,
transition1x,1,above_10mev,0.1,213,79,292,0.292,1,random,shared_seed,1.0,0.9840523100910282,
transition1x,1,above_10mev,0.1,213,79,292,0.292,1,net_force,total_budget,0.0,0.006857786505143673,
transition1x,1,above_10mev,0.1,213,79,292,0.292,1,rigid_force,total_budget,0.0,0.007031015831099179,
transition1x,1,above_10mev,0.1,213,79,292,0.292,1,force_magnitude,total_budget,1.0,0.9837900646033831,
transition1x,1,above_10mev,0.1,213,79,292,0.292,1,geometry_novelty,total_budget,1.0,0.983666995091167,
transition1x,1,above_10mev,0.1,213,79,292,0.292,1,random,total_budget,0.292,0.292,
transition1x,1,above_10mev,0.1,213,79,292,0.292,1,reference_oracle,total_budget,1.0,0.9871457560079331,
transition1x,1,above_25mev,0.1,213,79,292,0.292,1,net_force,shared_seed,1.0,0.9842041643103467,
transition1x,1,above_25mev,0.1,213,79,292,0.292,1,rigid_force,shared_seed,1.0,0.9841458484089223,
transition1x,1,above_25mev,0.1,213,79,292,0.292,1,force_magnitude,shared_seed,1.0,0.983950662040437,
transition1x,1,above_25mev,0.1,213,79,292,0.292,1,geometry_novelty,shared_seed,1.0,0.9839619754947234,
transition1x,1,above_25mev,0.1,213,79,292,0.292,1,trees_log,shared_seed,1.0,0.9841238002204746,
transition1x,1,above_25mev,0.1,213,79,292,0.292,1,trees_raw,shared_seed,1.0,0.9838385457026365,
transition1x,1,above_25mev,0.1,213,79,292,0.292,1,trees_physics,shared_seed,1.0,0.9840812303070106,
transition1x,1,above_25mev,0.1,213,79,292,0.292,1,ridge,shared_seed,1.0,0.9840698146326543,
transition1x,1,above_25mev,0.1,213,79,292,0.292,1,mp_ridge,shared_seed,1.0,0.9841307424976662,
transition1x,1,above_25mev,0.1,213,79,292,0.292,1,reference_oracle,shared_seed,1.0,0.9854371840065191,
transition1x,1,above_25mev,0.1,213,79,292,0.292,1,random,shared_seed,1.0,0.9840523100910282,
transition1x,1,above_25mev,0.1,213,79,292,0.292,1,net_force,total_budget,0.0,0.006857786505143673,
transition1x,1,above_25mev,0.1,213,79,292,0.292,1,rigid_force,total_budget,0.0,0.007031015831099179,
transition1x,1,above_25mev,0.1,213,79,292,0.292,1,force_magnitude,total_budget,1.0,0.9837900646033831,
transition1x,1,above_25mev,0.1,213,79,292,0.292,1,geometry_novelty,total_budget,1.0,0.983666995091167,
transition1x,1,above_25mev,0.1,213,79,292,0.292,1,random,total_budget,0.292,0.292,
transition1x,1,above_25mev,0.1,213,79,292,0.292,1,reference_oracle,total_budget,1.0,0.9871457560079331,
transition1x,1,worst_decile,0.2,213,158,371,0.371,100,net_force,shared_seed,0.49,0.9860331823681404,0.25
transition1x,1,worst_decile,0.2,213,158,371,0.371,100,rigid_force,shared_seed,0.5,0.9860565496890945,0.2647058823529412
transition1x,1,worst_decile,0.2,213,158,371,0.371,100,force_magnitude,shared_seed,0.43,0.9855837113805866,0.16176470588235295
transition1x,1,worst_decile,0.2,213,158,371,0.371,100,geometry_novelty,shared_seed,0.48,0.9857304406341222,0.23529411764705882
transition1x,1,worst_decile,0.2,213,158,371,0.371,100,trees_log,shared_seed,0.65,0.9861152093461752,0.4852941176470588
transition1x,1,worst_decile,0.2,213,158,371,0.371,100,trees_raw,shared_seed,0.49,0.985632711052042,0.25
transition1x,1,worst_decile,0.2,213,158,371,0.371,100,trees_physics,shared_seed,0.48,0.9858937863467059,0.23529411764705882
transition1x,1,worst_decile,0.2,213,158,371,0.371,100,ridge,shared_seed,0.53,0.9859837993765924,0.3088235294117647
transition1x,1,worst_decile,0.2,213,158,371,0.371,100,mp_ridge,shared_seed,0.54,0.9860615831682912,0.3235294117647059
transition1x,1,worst_decile,0.2,213,158,371,0.371,100,reference_oracle,shared_seed,1.0,0.9878504828282125,1.0
transition1x,1,worst_decile,0.2,213,158,371,0.371,100,random,shared_seed,0.4565184243964422,0.9858317839650519,0.20076238881829733
transition1x,1,worst_decile,0.2,213,158,371,0.371,100,net_force,total_budget,0.35,0.008788331421143648,
transition1x,1,worst_decile,0.2,213,158,371,0.371,100,rigid_force,total_budget,0.36,0.008752153870690026,
transition1x,1,worst_decile,0.2,213,158,371,0.371,100,force_magnitude,total_budget,0.39,0.9855147668520273,
transition1x,1,worst_decile,0.2,213,158,371,0.371,100,geometry_novelty,total_budget,0.48,0.9855568831931477,
transition1x,1,worst_decile,0.2,213,158,371,0.371,100,random,total_budget,0.371,0.371,
transition1x,1,worst_decile,0.2,213,158,371,0.371,100,reference_oracle,total_budget,1.0,0.9891859171091538,
transition1x,1,above_5mev,0.2,213,158,371,0.371,104,net_force,shared_seed,0.5,0.9860331823681404,0.2571428571428571
transition1x,1,above_5mev,0.2,213,158,371,0.371,104,rigid_force,shared_seed,0.5096153846153846,0.9860565496890945,0.2714285714285714
transition1x,1,above_5mev,0.2,213,158,371,0.371,104,force_magnitude,shared_seed,0.4326923076923077,0.9855837113805866,0.15714285714285714
transition1x,1,above_5mev,0.2,213,158,371,0.371,104,geometry_novelty,shared_seed,0.4807692307692308,0.9857304406341222,0.22857142857142856
transition1x,1,above_5mev,0.2,213,158,371,0.371,104,trees_log,shared_seed,0.6442307692307693,0.9861152093461752,0.4714285714285714
transition1x,1,above_5mev,0.2,213,158,371,0.371,104,trees_raw,shared_seed,0.49038461538461536,0.985632711052042,0.24285714285714285
transition1x,1,above_5mev,0.2,213,158,371,0.371,104,trees_physics,shared_seed,0.4807692307692308,0.9858937863467059,0.22857142857142856
transition1x,1,above_5mev,0.2,213,158,371,0.371,104,ridge,shared_seed,0.5288461538461539,0.9859837993765924,0.3
transition1x,1,above_5mev,0.2,213,158,371,0.371,104,mp_ridge,shared_seed,0.5384615384615384,0.9860615831682912,0.3142857142857143
transition1x,1,above_5mev,0.2,213,158,371,0.371,104,reference_oracle,shared_seed,1.0,0.9878504828282125,1.0
transition1x,1,above_5mev,0.2,213,158,371,0.371,104,random,shared_seed,0.4620516078584694,0.9858317839650519,0.20076238881829733
transition1x,1,above_5mev,0.2,213,158,371,0.371,104,net_force,total_budget,0.36538461538461536,0.008788331421143648,
transition1x,1,above_5mev,0.2,213,158,371,0.371,104,rigid_force,total_budget,0.36538461538461536,0.008752153870690026,
transition1x,1,above_5mev,0.2,213,158,371,0.371,104,force_magnitude,total_budget,0.38461538461538464,0.9855147668520273,
transition1x,1,above_5mev,0.2,213,158,371,0.371,104,geometry_novelty,total_budget,0.47115384615384615,0.9855568831931477,
transition1x,1,above_5mev,0.2,213,158,371,0.371,104,random,total_budget,0.371,0.371,
transition1x,1,above_5mev,0.2,213,158,371,0.371,104,reference_oracle,total_budget,1.0,0.9891859171091538,
transition1x,1,above_10mev,0.2,213,158,371,0.371,1,net_force,shared_seed,1.0,0.9860331823681404,
transition1x,1,above_10mev,0.2,213,158,371,0.371,1,rigid_force,shared_seed,1.0,0.9860565496890945,
transition1x,1,above_10mev,0.2,213,158,371,0.371,1,force_magnitude,shared_seed,1.0,0.9855837113805866,
transition1x,1,above_10mev,0.2,213,158,371,0.371,1,geometry_novelty,shared_seed,1.0,0.9857304406341222,
