dataset,scenario,endpoint,acquisition_fraction,seed_count,selected_count,total_count,total_fraction,n_bad,method,comparison,recall,impact_fraction,acquisition_recall
aimnet2,2,worst_decile,0.01,224,8,232,0.232,100,geometry_novelty,total_budget,0.66,0.29600161637824074,
aimnet2,2,worst_decile,0.01,224,8,232,0.232,100,random,total_budget,0.232,0.232,
aimnet2,2,worst_decile,0.01,224,8,232,0.232,100,reference_oracle,total_budget,1.0,0.3882088158664345,
aimnet2,2,above_5mev,0.01,224,8,232,0.232,263,net_force,shared_seed,0.23193916349809887,0.22813968940308474,0.0380952380952381
aimnet2,2,above_5mev,0.01,224,8,232,0.232,263,rigid_force,shared_seed,0.23193916349809887,0.2339047843066881,0.0380952380952381
aimnet2,2,above_5mev,0.01,224,8,232,0.232,263,force_magnitude,shared_seed,0.21292775665399238,0.21862131597541581,0.014285714285714285
aimnet2,2,above_5mev,0.01,224,8,232,0.232,263,geometry_novelty,shared_seed,0.22813688212927757,0.22441697260399274,0.03333333333333333
aimnet2,2,above_5mev,0.01,224,8,232,0.232,263,trees_log,shared_seed,0.23193916349809887,0.22580606344694285,0.0380952380952381
aimnet2,2,above_5mev,0.01,224,8,232,0.232,263,trees_raw,shared_seed,0.23193916349809887,0.22368081257642514,0.0380952380952381
aimnet2,2,above_5mev,0.01,224,8,232,0.232,263,trees_physics,shared_seed,0.23193916349809887,0.22489646454953174,0.0380952380952381
aimnet2,2,above_5mev,0.01,224,8,232,0.232,263,ridge,shared_seed,0.23193916349809887,0.23986605226817323,0.0380952380952381
aimnet2,2,above_5mev,0.01,224,8,232,0.232,263,mp_ridge,shared_seed,0.23193916349809887,0.24120221868029837,0.0380952380952381
aimnet2,2,above_5mev,0.01,224,8,232,0.232,263,reference_oracle,shared_seed,0.23193916349809887,0.24101160686395356,0.0380952380952381
aimnet2,2,above_5mev,0.01,224,8,232,0.232,263,random,shared_seed,0.20975265571714163,0.2212825763693202,0.010309278350515464
aimnet2,2,above_5mev,0.01,224,8,232,0.232,263,net_force,total_budget,0.5551330798479087,0.3061548256466148,
aimnet2,2,above_5mev,0.01,224,8,232,0.232,263,rigid_force,total_budget,0.6273764258555133,0.3138953496139186,
aimnet2,2,above_5mev,0.01,224,8,232,0.232,263,force_magnitude,total_budget,0.2661596958174905,0.20922232610978575,
aimnet2,2,above_5mev,0.01,224,8,232,0.232,263,geometry_novelty,total_budget,0.42585551330798477,0.29600161637824074,
aimnet2,2,above_5mev,0.01,224,8,232,0.232,263,random,total_budget,0.232,0.232,
aimnet2,2,above_5mev,0.01,224,8,232,0.232,263,reference_oracle,total_budget,0.8821292775665399,0.3882088158664345,
aimnet2,2,above_10mev,0.01,224,8,232,0.232,14,net_force,shared_seed,0.5,0.22813968940308474,0.4166666666666667
aimnet2,2,above_10mev,0.01,224,8,232,0.232,14,rigid_force,shared_seed,0.5714285714285714,0.2339047843066881,0.5
aimnet2,2,above_10mev,0.01,224,8,232,0.232,14,force_magnitude,shared_seed,0.14285714285714285,0.21862131597541581,0.0
aimnet2,2,above_10mev,0.01,224,8,232,0.232,14,geometry_novelty,shared_seed,0.35714285714285715,0.22441697260399274,0.25
aimnet2,2,above_10mev,0.01,224,8,232,0.232,14,trees_log,shared_seed,0.42857142857142855,0.22580606344694285,0.3333333333333333
aimnet2,2,above_10mev,0.01,224,8,232,0.232,14,trees_raw,shared_seed,0.35714285714285715,0.22368081257642514,0.25
aimnet2,2,above_10mev,0.01,224,8,232,0.232,14,trees_physics,shared_seed,0.35714285714285715,0.22489646454953174,0.25
aimnet2,2,above_10mev,0.01,224,8,232,0.232,14,ridge,shared_seed,0.5,0.23986605226817323,0.4166666666666667
aimnet2,2,above_10mev,0.01,224,8,232,0.232,14,mp_ridge,shared_seed,0.5,0.24120221868029837,0.4166666666666667
aimnet2,2,above_10mev,0.01,224,8,232,0.232,14,reference_oracle,shared_seed,0.7142857142857143,0.24101160686395356,0.6666666666666666
aimnet2,2,above_10mev,0.01,224,8,232,0.232,14,random,shared_seed,0.15169366715758467,0.2212825763693202,0.010309278350515464
aimnet2,2,above_10mev,0.01,224,8,232,0.232,14,net_force,total_budget,1.0,0.3061548256466148,
aimnet2,2,above_10mev,0.01,224,8,232,0.232,14,rigid_force,total_budget,1.0,0.3138953496139186,
aimnet2,2,above_10mev,0.01,224,8,232,0.232,14,force_magnitude,total_budget,0.42857142857142855,0.20922232610978575,
aimnet2,2,above_10mev,0.01,224,8,232,0.232,14,geometry_novelty,total_budget,1.0,0.29600161637824074,
aimnet2,2,above_10mev,0.01,224,8,232,0.232,14,random,total_budget,0.232,0.232,
aimnet2,2,above_10mev,0.01,224,8,232,0.232,14,reference_oracle,total_budget,1.0,0.3882088158664345,
aimnet2,2,above_25mev,0.01,224,8,232,0.232,0,net_force,shared_seed,,0.22813968940308474,
aimnet2,2,above_25mev,0.01,224,8,232,0.232,0,rigid_force,shared_seed,,0.2339047843066881,
aimnet2,2,above_25mev,0.01,224,8,232,0.232,0,force_magnitude,shared_seed,,0.21862131597541581,
aimnet2,2,above_25mev,0.01,224,8,232,0.232,0,geometry_novelty,shared_seed,,0.22441697260399274,
aimnet2,2,above_25mev,0.01,224,8,232,0.232,0,trees_log,shared_seed,,0.22580606344694285,
aimnet2,2,above_25mev,0.01,224,8,232,0.232,0,trees_raw,shared_seed,,0.22368081257642514,
aimnet2,2,above_25mev,0.01,224,8,232,0.232,0,trees_physics,shared_seed,,0.22489646454953174,
aimnet2,2,above_25mev,0.01,224,8,232,0.232,0,ridge,shared_seed,,0.23986605226817323,
aimnet2,2,above_25mev,0.01,224,8,232,0.232,0,mp_ridge,shared_seed,,0.24120221868029837,
aimnet2,2,above_25mev,0.01,224,8,232,0.232,0,reference_oracle,shared_seed,,0.24101160686395356,
aimnet2,2,above_25mev,0.01,224,8,232,0.232,0,random,shared_seed,,0.2212825763693202,
aimnet2,2,above_25mev,0.01,224,8,232,0.232,0,net_force,total_budget,,0.3061548256466148,
aimnet2,2,above_25mev,0.01,224,8,232,0.232,0,rigid_force,total_budget,,0.3138953496139186,
aimnet2,2,above_25mev,0.01,224,8,232,0.232,0,force_magnitude,total_budget,,0.20922232610978575,
aimnet2,2,above_25mev,0.01,224,8,232,0.232,0,geometry_novelty,total_budget,,0.29600161637824074,
aimnet2,2,above_25mev,0.01,224,8,232,0.232,0,random,total_budget,,0.232,
aimnet2,2,above_25mev,0.01,224,8,232,0.232,0,reference_oracle,total_budget,,0.3882088158664345,
aimnet2,2,worst_decile,0.02,224,16,240,0.24,100,net_force,shared_seed,0.34,0.2515987293230802,0.1951219512195122
aimnet2,2,worst_decile,0.02,224,16,240,0.24,100,rigid_force,shared_seed,0.34,0.2498504589071685,0.1951219512195122
aimnet2,2,worst_decile,0.02,224,16,240,0.24,100,force_magnitude,shared_seed,0.2,0.22303715619122516,0.024390243902439025
aimnet2,2,worst_decile,0.02,224,16,240,0.24,100,geometry_novelty,shared_seed,0.28,0.239404909081759,0.12195121951219512
aimnet2,2,worst_decile,0.02,224,16,240,0.24,100,trees_log,shared_seed,0.34,0.2542000022171005,0.1951219512195122
aimnet2,2,worst_decile,0.02,224,16,240,0.24,100,trees_raw,shared_seed,0.34,0.2524440265371456,0.1951219512195122
aimnet2,2,worst_decile,0.02,224,16,240,0.24,100,trees_physics,shared_seed,0.34,0.2498504589071685,0.1951219512195122
aimnet2,2,worst_decile,0.02,224,16,240,0.24,100,ridge,shared_seed,0.32,0.25225118625038967,0.17073170731707318
aimnet2,2,worst_decile,0.02,224,16,240,0.24,100,mp_ridge,shared_seed,0.32,0.25924192314907224,0.17073170731707318
aimnet2,2,worst_decile,0.02,224,16,240,0.24,100,reference_oracle,shared_seed,0.34,0.2624992794795371,0.1951219512195122
aimnet2,2,worst_decile,0.02,224,16,240,0.24,100,random,shared_seed,0.19690721649484538,0.22939421619880646,0.020618556701030927
aimnet2,2,worst_decile,0.02,224,16,240,0.24,100,net_force,total_budget,0.86,0.31171948867268445,
aimnet2,2,worst_decile,0.02,224,16,240,0.24,100,rigid_force,total_budget,0.95,0.32051153795501053,
aimnet2,2,worst_decile,0.02,224,16,240,0.24,100,force_magnitude,total_budget,0.31,0.21763970658754742,
aimnet2,2,worst_decile,0.02,224,16,240,0.24,100,geometry_novelty,total_budget,0.67,0.305768251057313,
aimnet2,2,worst_decile,0.02,224,16,240,0.24,100,random,total_budget,0.24,0.24,
aimnet2,2,worst_decile,0.02,224,16,240,0.24,100,reference_oracle,total_budget,1.0,0.3969229191969109,
aimnet2,2,above_5mev,0.02,224,16,240,0.24,263,net_force,shared_seed,0.2623574144486692,0.2515987293230802,0.0761904761904762
aimnet2,2,above_5mev,0.02,224,16,240,0.24,263,rigid_force,shared_seed,0.2623574144486692,0.2498504589071685,0.0761904761904762
aimnet2,2,above_5mev,0.02,224,16,240,0.24,263,force_magnitude,shared_seed,0.21673003802281368,0.22303715619122516,0.01904761904761905
aimnet2,2,above_5mev,0.02,224,16,240,0.24,263,geometry_novelty,shared_seed,0.2509505703422053,0.239404909081759,0.06190476190476191
aimnet2,2,above_5mev,0.02,224,16,240,0.24,263,trees_log,shared_seed,0.2623574144486692,0.2542000022171005,0.0761904761904762
aimnet2,2,above_5mev,0.02,224,16,240,0.24,263,trees_raw,shared_seed,0.2623574144486692,0.2524440265371456,0.0761904761904762
aimnet2,2,above_5mev,0.02,224,16,240,0.24,263,trees_physics,shared_seed,0.2623574144486692,0.2498504589071685,0.0761904761904762
aimnet2,2,above_5mev,0.02,224,16,240,0.24,263,ridge,shared_seed,0.2623574144486692,0.25225118625038967,0.0761904761904762
aimnet2,2,above_5mev,0.02,224,16,240,0.24,263,mp_ridge,shared_seed,0.2623574144486692,0.25924192314907224,0.0761904761904762
aimnet2,2,above_5mev,0.02,224,16,240,0.24,263,reference_oracle,shared_seed,0.2623574144486692,0.2624992794795371,0.0761904761904762
aimnet2,2,above_5mev,0.02,224,16,240,0.24,263,random,shared_seed,0.21798439888675472,0.22939421619880646,0.020618556701030927
aimnet2,2,above_5mev,0.02,224,16,240,0.24,263,net_force,total_budget,0.55893536121673,0.31171948867268445,
aimnet2,2,above_5mev,0.02,224,16,240,0.24,263,rigid_force,total_budget,0.6349809885931559,0.32051153795501053,
aimnet2,2,above_5mev,0.02,224,16,240,0.24,263,force_magnitude,total_budget,0.2813688212927757,0.21763970658754742,
aimnet2,2,above_5mev,0.02,224,16,240,0.24,263,geometry_novelty,total_budget,0.4372623574144487,0.305768251057313,
aimnet2,2,above_5mev,0.02,224,16,240,0.24,263,random,total_budget,0.24,0.24,
aimnet2,2,above_5mev,0.02,224,16,240,0.24,263,reference_oracle,total_budget,0.9125475285171103,0.3969229191969109,
aimnet2,2,above_10mev,0.02,224,16,240,0.24,14,net_force,shared_seed,0.7142857142857143,0.2515987293230802,0.6666666666666666
aimnet2,2,above_10mev,0.02,224,16,240,0.24,14,rigid_force,shared_seed,0.6428571428571429,0.2498504589071685,0.5833333333333334
aimnet2,2,above_10mev,0.02,224,16,240,0.24,14,force_magnitude,shared_seed,0.14285714285714285,0.22303715619122516,0.0
aimnet2,2,above_10mev,0.02,224,16,240,0.24,14,geometry_novelty,shared_seed,0.5,0.239404909081759,0.4166666666666667
aimnet2,2,above_10mev,0.02,224,16,240,0.24,14,trees_log,shared_seed,0.7857142857142857,0.2542000022171005,0.75
aimnet2,2,above_10mev,0.02,224,16,240,0.24,14,trees_raw,shared_seed,0.7142857142857143,0.2524440265371456,0.6666666666666666
aimnet2,2,above_10mev,0.02,224,16,240,0.24,14,trees_physics,shared_seed,0.6428571428571429,0.2498504589071685,0.5833333333333334
aimnet2,2,above_10mev,0.02,224,16,240,0.24,14,ridge,shared_seed,0.7142857142857143,0.25225118625038967,0.6666666666666666
aimnet2,2,above_10mev,0.02,224,16,240,0.24,14,mp_ridge,shared_seed,0.6428571428571429,0.25924192314907224,0.5833333333333334
aimnet2,2,above_10mev,0.02,224,16,240,0.24,14,reference_oracle,shared_seed,1.0,0.2624992794795371,1.0
aimnet2,2,above_10mev,0.02,224,16,240,0.24,14,random,shared_seed,0.16053019145802652,0.22939421619880646,0.020618556701030927
aimnet2,2,above_10mev,0.02,224,16,240,0.24,14,net_force,total_budget,1.0,0.31171948867268445,
aimnet2,2,above_10mev,0.02,224,16,240,0.24,14,rigid_force,total_budget,1.0,0.32051153795501053,
aimnet2,2,above_10mev,0.02,224,16,240,0.24,14,force_magnitude,total_budget,0.42857142857142855,0.21763970658754742,
aimnet2,2,above_10mev,0.02,224,16,240,0.24,14,geometry_novelty,total_budget,1.0,0.305768251057313,
aimnet2,2,above_10mev,0.02,224,16,240,0.24,14,random,total_budget,0.24,0.24,
aimnet2,2,above_10mev,0.02,224,16,240,0.24,14,reference_oracle,total_budget,1.0,0.3969229191969109,
aimnet2,2,above_25mev,0.02,224,16,240,0.24,0,net_force,shared_seed,,0.2515987293230802,
aimnet2,2,above_25mev,0.02,224,16,240,0.24,0,rigid_force,shared_seed,,0.2498504589071685,
aimnet2,2,above_25mev,0.02,224,16,240,0.24,0,force_magnitude,shared_seed,,0.22303715619122516,
aimnet2,2,above_25mev,0.02,224,16,240,0.24,0,geometry_novelty,shared_seed,,0.239404909081759,
aimnet2,2,above_25mev,0.02,224,16,240,0.24,0,trees_log,shared_seed,,0.2542000022171005,
aimnet2,2,above_25mev,0.02,224,16,240,0.24,0,trees_raw,shared_seed,,0.2524440265371456,
aimnet2,2,above_25mev,0.02,224,16,240,0.24,0,trees_physics,shared_seed,,0.2498504589071685,
aimnet2,2,above_25mev,0.02,224,16,240,0.24,0,ridge,shared_seed,,0.25225118625038967,
aimnet2,2,above_25mev,0.02,224,16,240,0.24,0,mp_ridge,shared_seed,,0.25924192314907224,
aimnet2,2,above_25mev,0.02,224,16,240,0.24,0,reference_oracle,shared_seed,,0.2624992794795371,
aimnet2,2,above_25mev,0.02,224,16,240,0.24,0,random,shared_seed,,0.22939421619880646,
aimnet2,2,above_25mev,0.02,224,16,240,0.24,0,net_force,total_budget,,0.31171948867268445,
aimnet2,2,above_25mev,0.02,224,16,240,0.24,0,rigid_force,total_budget,,0.32051153795501053,
aimnet2,2,above_25mev,0.02,224,16,240,0.24,0,force_magnitude,total_budget,,0.21763970658754742,
aimnet2,2,above_25mev,0.02,224,16,240,0.24,0,geometry_novelty,total_budget,,0.305768251057313,
aimnet2,2,above_25mev,0.02,224,16,240,0.24,0,random,total_budget,,0.24,
aimnet2,2,above_25mev,0.02,224,16,240,0.24,0,reference_oracle,total_budget,,0.3969229191969109,
aimnet2,2,worst_decile,0.05,224,39,263,0.263,100,net_force,shared_seed,0.5,0.28435849525006296,0.3902439024390244
aimnet2,2,worst_decile,0.05,224,39,263,0.263,100,rigid_force,shared_seed,0.51,0.28836557132535373,0.4024390243902439
aimnet2,2,worst_decile,0.05,224,39,263,0.263,100,force_magnitude,shared_seed,0.24,0.23755486659527925,0.07317073170731707
aimnet2,2,worst_decile,0.05,224,39,263,0.263,100,geometry_novelty,shared_seed,0.43,0.2717941540380528,0.3048780487804878
aimnet2,2,worst_decile,0.05,224,39,263,0.263,100,trees_log,shared_seed,0.51,0.2958043750301496,0.4024390243902439
aimnet2,2,worst_decile,0.05,224,39,263,0.263,100,trees_raw,shared_seed,0.51,0.2958212837975059,0.4024390243902439
aimnet2,2,worst_decile,0.05,224,39,263,0.263,100,trees_physics,shared_seed,0.5,0.28860153819690243,0.3902439024390244
aimnet2,2,worst_decile,0.05,224,39,263,0.263,100,ridge,shared_seed,0.52,0.30150505125255694,0.4146341463414634
aimnet2,2,worst_decile,0.05,224,39,263,0.263,100,mp_ridge,shared_seed,0.51,0.2991231833276529,0.4024390243902439
aimnet2,2,worst_decile,0.05,224,39,263,0.263,100,reference_oracle,shared_seed,0.57,0.3212629958128642,0.47560975609756095
aimnet2,2,worst_decile,0.05,224,39,263,0.263,100,random,shared_seed,0.22121134020618555,0.2527151807085794,0.05025773195876289
aimnet2,2,worst_decile,0.05,224,39,263,0.263,100,net_force,total_budget,0.88,0.3332995871358079,
aimnet2,2,worst_decile,0.05,224,39,263,0.263,100,rigid_force,total_budget,0.95,0.33905445459662736,
aimnet2,2,worst_decile,0.05,224,39,263,0.263,100,force_magnitude,total_budget,0.32,0.2374522609718245,
aimnet2,2,worst_decile,0.05,224,39,263,0.263,100,geometry_novelty,total_budget,0.67,0.3289796234534868,
aimnet2,2,worst_decile,0.05,224,39,263,0.263,100,random,total_budget,0.263,0.263,
aimnet2,2,worst_decile,0.05,224,39,263,0.263,100,reference_oracle,total_budget,1.0,0.42511916045799286,
aimnet2,2,above_5mev,0.05,224,39,263,0.263,263,net_force,shared_seed,0.33840304182509506,0.28435849525006296,0.17142857142857143
aimnet2,2,above_5mev,0.05,224,39,263,0.263,263,rigid_force,shared_seed,0.34980988593155893,0.28836557132535373,0.18571428571428572
aimnet2,2,above_5mev,0.05,224,39,263,0.263,263,force_magnitude,shared_seed,0.23954372623574144,0.23755486659527925,0.047619047619047616
aimnet2,2,above_5mev,0.05,224,39,263,0.263,263,geometry_novelty,shared_seed,0.30798479087452474,0.2717941540380528,0.13333333333333333
aimnet2,2,above_5mev,0.05,224,39,263,0.263,263,trees_log,shared_seed,0.34980988593155893,0.2958043750301496,0.18571428571428572
aimnet2,2,above_5mev,0.05,224,39,263,0.263,263,trees_raw,shared_seed,0.34980988593155893,0.2958212837975059,0.18571428571428572
aimnet2,2,above_5mev,0.05,224,39,263,0.263,263,trees_physics,shared_seed,0.34980988593155893,0.28860153819690243,0.18571428571428572
aimnet2,2,above_5mev,0.05,224,39,263,0.263,263,ridge,shared_seed,0.34600760456273766,0.30150505125255694,0.18095238095238095
aimnet2,2,above_5mev,0.05,224,39,263,0.263,263,mp_ridge,shared_seed,0.34600760456273766,0.2991231833276529,0.18095238095238095
aimnet2,2,above_5mev,0.05,224,39,263,0.263,263,reference_oracle,shared_seed,0.34980988593155893,0.3212629958128642,0.18571428571428572
aimnet2,2,above_5mev,0.05,224,39,263,0.263,263,random,shared_seed,0.24165066049939243,0.2527151807085794,0.05025773195876289
aimnet2,2,above_5mev,0.05,224,39,263,0.263,263,net_force,total_budget,0.5893536121673004,0.3332995871358079,
aimnet2,2,above_5mev,0.05,224,39,263,0.263,263,rigid_force,total_budget,0.6501901140684411,0.33905445459662736,
aimnet2,2,above_5mev,0.05,224,39,263,0.263,263,force_magnitude,total_budget,0.3041825095057034,0.2374522609718245,
aimnet2,2,above_5mev,0.05,224,39,263,0.263,263,geometry_novelty,total_budget,0.44866920152091255,0.3289796234534868,
aimnet2,2,above_5mev,0.05,224,39,263,0.263,263,random,total_budget,0.263,0.263,
aimnet2,2,above_5mev,0.05,224,39,263,0.263,263,reference_oracle,total_budget,1.0,0.42511916045799286,
aimnet2,2,above_10mev,0.05,224,39,263,0.263,14,net_force,shared_seed,0.7857142857142857,0.28435849525006296,0.75
aimnet2,2,above_10mev,0.05,224,39,263,0.263,14,rigid_force,shared_seed,0.8571428571428571,0.28836557132535373,0.8333333333333334
aimnet2,2,above_10mev,0.05,224,39,263,0.263,14,force_magnitude,shared_seed,0.21428571428571427,0.23755486659527925,0.08333333333333333
aimnet2,2,above_10mev,0.05,224,39,263,0.263,14,geometry_novelty,shared_seed,0.7857142857142857,0.2717941540380528,0.75
aimnet2,2,above_10mev,0.05,224,39,263,0.263,14,trees_log,shared_seed,0.9285714285714286,0.2958043750301496,0.9166666666666666
aimnet2,2,above_10mev,0.05,224,39,263,0.263,14,trees_raw,shared_seed,0.9285714285714286,0.2958212837975059,0.9166666666666666
aimnet2,2,above_10mev,0.05,224,39,263,0.263,14,trees_physics,shared_seed,0.8571428571428571,0.28860153819690243,0.8333333333333334
aimnet2,2,above_10mev,0.05,224,39,263,0.263,14,ridge,shared_seed,0.9285714285714286,0.30150505125255694,0.9166666666666666
aimnet2,2,above_10mev,0.05,224,39,263,0.263,14,mp_ridge,shared_seed,0.7857142857142857,0.2991231833276529,0.75
aimnet2,2,above_10mev,0.05,224,39,263,0.263,14,reference_oracle,shared_seed,1.0,0.3212629958128642,1.0
aimnet2,2,above_10mev,0.05,224,39,263,0.263,14,random,shared_seed,0.18593519882179677,0.2527151807085794,0.05025773195876289
aimnet2,2,above_10mev,0.05,224,39,263,0.263,14,net_force,total_budget,1.0,0.3332995871358079,
aimnet2,2,above_10mev,0.05,224,39,263,0.263,14,rigid_force,total_budget,1.0,0.33905445459662736,
aimnet2,2,above_10mev,0.05,224,39,263,0.263,14,force_magnitude,total_budget,0.5,0.2374522609718245,
aimnet2,2,above_10mev,0.05,224,39,263,0.263,14,geometry_novelty,total_budget,1.0,0.3289796234534868,
aimnet2,2,above_10mev,0.05,224,39,263,0.263,14,random,total_budget,0.263,0.263,
aimnet2,2,above_10mev,0.05,224,39,263,0.263,14,reference_oracle,total_budget,1.0,0.42511916045799286,
aimnet2,2,above_25mev,0.05,224,39,263,0.263,0,net_force,shared_seed,,0.28435849525006296,
aimnet2,2,above_25mev,0.05,224,39,263,0.263,0,rigid_force,shared_seed,,0.28836557132535373,
aimnet2,2,above_25mev,0.05,224,39,263,0.263,0,force_magnitude,shared_seed,,0.23755486659527925,
aimnet2,2,above_25mev,0.05,224,39,263,0.263,0,geometry_novelty,shared_seed,,0.2717941540380528,
aimnet2,2,above_25mev,0.05,224,39,263,0.263,0,trees_log,shared_seed,,0.2958043750301496,
aimnet2,2,above_25mev,0.05,224,39,263,0.263,0,trees_raw,shared_seed,,0.2958212837975059,
aimnet2,2,above_25mev,0.05,224,39,263,0.263,0,trees_physics,shared_seed,,0.28860153819690243,
aimnet2,2,above_25mev,0.05,224,39,263,0.263,0,ridge,shared_seed,,0.30150505125255694,
aimnet2,2,above_25mev,0.05,224,39,263,0.263,0,mp_ridge,shared_seed,,0.2991231833276529,
aimnet2,2,above_25mev,0.05,224,39,263,0.263,0,reference_oracle,shared_seed,,0.3212629958128642,
aimnet2,2,above_25mev,0.05,224,39,263,0.263,0,random,shared_seed,,0.2527151807085794,
aimnet2,2,above_25mev,0.05,224,39,263,0.263,0,net_force,total_budget,,0.3332995871358079,
aimnet2,2,above_25mev,0.05,224,39,263,0.263,0,rigid_force,total_budget,,0.33905445459662736,
aimnet2,2,above_25mev,0.05,224,39,263,0.263,0,force_magnitude,total_budget,,0.2374522609718245,
aimnet2,2,above_25mev,0.05,224,39,263,0.263,0,geometry_novelty,total_budget,,0.3289796234534868,
aimnet2,2,above_25mev,0.05,224,39,263,0.263,0,random,total_budget,,0.263,
aimnet2,2,above_25mev,0.05,224,39,263,0.263,0,reference_oracle,total_budget,,0.42511916045799286,
aimnet2,2,worst_decile,0.1,224,78,302,0.302,100,net_force,shared_seed,0.68,0.33972013355801184,0.6097560975609756
aimnet2,2,worst_decile,0.1,224,78,302,0.302,100,rigid_force,shared_seed,0.74,0.34754075320616923,0.6829268292682927
aimnet2,2,worst_decile,0.1,224,78,302,0.302,100,force_magnitude,shared_seed,0.3,0.26982228570846833,0.14634146341463414
aimnet2,2,worst_decile,0.1,224,78,302,0.302,100,geometry_novelty,shared_seed,0.51,0.3154567568924981,0.4024390243902439
aimnet2,2,worst_decile,0.1,224,78,302,0.302,100,trees_log,shared_seed,0.75,0.35789707096452555,0.6951219512195121
aimnet2,2,worst_decile,0.1,224,78,302,0.302,100,trees_raw,shared_seed,0.75,0.35442680877562177,0.6951219512195121
aimnet2,2,worst_decile,0.1,224,78,302,0.302,100,trees_physics,shared_seed,0.75,0.348126739897824,0.6951219512195121
aimnet2,2,worst_decile,0.1,224,78,302,0.302,100,ridge,shared_seed,0.73,0.3611531962529369,0.6707317073170732
aimnet2,2,worst_decile,0.1,224,78,302,0.302,100,mp_ridge,shared_seed,0.74,0.3648686673158043,0.6829268292682927
aimnet2,2,worst_decile,0.1,224,78,302,0.302,100,reference_oracle,shared_seed,0.96,0.3866135876708872,0.9512195121951219
aimnet2,2,worst_decile,0.1,224,78,302,0.302,100,random,shared_seed,0.26242268041237116,0.29225942487732487,0.10051546391752578
aimnet2,2,worst_decile,0.1,224,78,302,0.302,100,net_force,total_budget,0.88,0.3661025022186173,
aimnet2,2,worst_decile,0.1,224,78,302,0.302,100,rigid_force,total_budget,0.95,0.37309979158542605,
aimnet2,2,worst_decile,0.1,224,78,302,0.302,100,force_magnitude,total_budget,0.35,0.2750668324105624,
aimnet2,2,worst_decile,0.1,224,78,302,0.302,100,geometry_novelty,total_budget,0.72,0.3651462481944483,
aimnet2,2,worst_decile,0.1,224,78,302,0.302,100,random,total_budget,0.302,0.302,
aimnet2,2,worst_decile,0.1,224,78,302,0.302,100,reference_oracle,total_budget,1.0,0.46962429270573175,
aimnet2,2,above_5mev,0.1,224,78,302,0.302,263,net_force,shared_seed,0.467680608365019,0.33972013355801184,0.3333333333333333
aimnet2,2,above_5mev,0.1,224,78,302,0.302,263,rigid_force,shared_seed,0.4828897338403042,0.34754075320616923,0.3523809523809524
aimnet2,2,above_5mev,0.1,224,78,302,0.302,263,force_magnitude,shared_seed,0.2813688212927757,0.26982228570846833,0.1
aimnet2,2,above_5mev,0.1,224,78,302,0.302,263,geometry_novelty,shared_seed,0.3688212927756654,0.3154567568924981,0.20952380952380953
aimnet2,2,above_5mev,0.1,224,78,302,0.302,263,trees_log,shared_seed,0.4828897338403042,0.35789707096452555,0.3523809523809524
aimnet2,2,above_5mev,0.1,224,78,302,0.302,263,trees_raw,shared_seed,0.4790874524714829,0.35442680877562177,0.3476190476190476
aimnet2,2,above_5mev,0.1,224,78,302,0.302,263,trees_physics,shared_seed,0.4790874524714829,0.348126739897824,0.3476190476190476
aimnet2,2,above_5mev,0.1,224,78,302,0.302,263,ridge,shared_seed,0.4752851711026616,0.3611531962529369,0.34285714285714286
aimnet2,2,above_5mev,0.1,224,78,302,0.302,263,mp_ridge,shared_seed,0.4828897338403042,0.3648686673158043,0.3523809523809524
aimnet2,2,above_5mev,0.1,224,78,302,0.302,263,reference_oracle,shared_seed,0.49809885931558934,0.3866135876708872,0.37142857142857144
aimnet2,2,above_5mev,0.1,224,78,302,0.302,263,random,shared_seed,0.28178040845125635,0.29225942487732487,0.10051546391752578
aimnet2,2,above_5mev,0.1,224,78,302,0.302,263,net_force,total_budget,0.6273764258555133,0.3661025022186173,
aimnet2,2,above_5mev,0.1,224,78,302,0.302,263,rigid_force,total_budget,0.6958174904942965,0.37309979158542605,
aimnet2,2,above_5mev,0.1,224,78,302,0.302,263,force_magnitude,total_budget,0.34980988593155893,0.2750668324105624,
aimnet2,2,above_5mev,0.1,224,78,302,0.302,263,geometry_novelty,total_budget,0.49049429657794674,0.3651462481944483,
aimnet2,2,above_5mev,0.1,224,78,302,0.302,263,random,total_budget,0.302,0.302,
aimnet2,2,above_5mev,0.1,224,78,302,0.302,263,reference_oracle,total_budget,1.0,0.46962429270573175,
aimnet2,2,above_10mev,0.1,224,78,302,0.302,14,net_force,shared_seed,0.9285714285714286,0.33972013355801184,0.9166666666666666
aimnet2,2,above_10mev,0.1,224,78,302,0.302,14,rigid_force,shared_seed,1.0,0.34754075320616923,1.0
aimnet2,2,above_10mev,0.1,224,78,302,0.302,14,force_magnitude,shared_seed,0.21428571428571427,0.26982228570846833,0.08333333333333333
aimnet2,2,above_10mev,0.1,224,78,302,0.302,14,geometry_novelty,shared_seed,0.8571428571428571,0.3154567568924981,0.8333333333333334
aimnet2,2,above_10mev,0.1,224,78,302,0.302,14,trees_log,shared_seed,1.0,0.35789707096452555,1.0
aimnet2,2,above_10mev,0.1,224,78,302,0.302,14,trees_raw,shared_seed,1.0,0.35442680877562177,1.0
aimnet2,2,above_10mev,0.1,224,78,302,0.302,14,trees_physics,shared_seed,1.0,0.348126739897824,1.0
